query_id|query_text|category|project|difficulty|freshness_sensitive|authority_sensitive|exact_identifier_dependency|evidence_required|source_generation_method|grounding_document_id|grounding_excerpt_checksum|review_status
candidate-90c90cc60959|How should an engineer recover from a failure involving Pod lifetime in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-pod-lifecycle-md|840629611dca75390dd708e5572da2ff3f45d9f95194de35bd8fedd8e994cfc8|NEEDS_HUMAN_REVIEW
candidate-9c1536486712|How should an engineer recover from a failure involving Enable the Pod Deletion Cost feature which allows users to influence ReplicaSet downscaling order in Kubernetes?|failure recovery|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-poddeletioncost-md|279eb6df4d5fd23a39303d7f8f2f81e03f4520961fad18409dfd3b9666a66eb7|NEEDS_HUMAN_REVIEW
candidate-a208fd0e7054|How should an engineer recover from a failure involving Use Case in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-deployment-md|1cfe18286f2971ce2795b863ab0fb165a7de9cc8057d63e763d50353b20b862b|NEEDS_HUMAN_REVIEW
candidate-a6532195bd80|How should an engineer recover from a failure involving Enables resilient watchcache initialization to avoid controlplane overload in Kubernetes?|failure recovery|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-resilientwatchcacheinitialization-md|9a9350a6e31f6f55c1a8aa5de9deec75235992b84c091d1cff599a21e84e9c94|NEEDS_HUMAN_REVIEW
candidate-b171272f044c|How should an engineer recover from a failure involving Pod-template-hash label in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-deployment-md|1cfe18286f2971ce2795b863ab0fb165a7de9cc8057d63e763d50353b20b862b|NEEDS_HUMAN_REVIEW
candidate-bdf0e1107ebc|How should an engineer recover from a failure involving Enables ephemeral, inline volumes that support all features of normal volumes (can be provided by th in Kubernetes?|failure recovery|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-genericephemeralvolume-md|84722017de45af1e546628cad23bef30a20972e44fdde47cd922ce5f2c255339|NEEDS_HUMAN_REVIEW
candidate-c965ce81c7b1|How should an engineer recover from a failure involving Pod disruption budgets in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-disruptions-md|3a2b1b6aee842efedd2b09ea4580b54c420531b493f3777df56f3264b73f6446|NEEDS_HUMAN_REVIEW
candidate-cc9edd622ecb|How should an engineer recover from a failure involving How a ReplicationController works in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-replicationcontroller-md|b0973dce471eba8c4638d3e2e7ca31453f8cebe91815a7eb1221e2b7fb6264b7|NEEDS_HUMAN_REVIEW
candidate-d1378a0e5ecb|How should an engineer recover from a failure involving Dealing with disruptions in Kubernetes?|failure recovery|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-disruptions-md|3a2b1b6aee842efedd2b09ea4580b54c420531b493f3777df56f3264b73f6446|NEEDS_HUMAN_REVIEW
candidate-0a4c5f774da2|How should an engineer recover from a failure involving Logical Decoding Concepts in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-logicaldecoding-sgml|353b4b6d6ba963958971a114c0cfe55397ef53f667cd41cedbbd426c55092208|NEEDS_HUMAN_REVIEW
candidate-0ca3178ec9df|How should an engineer recover from a failure involving Logical Decoding Examples in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-logicaldecoding-sgml|353b4b6d6ba963958971a114c0cfe55397ef53f667cd41cedbbd426c55092208|NEEDS_HUMAN_REVIEW
candidate-34b975d977b7|How should an engineer recover from a failure involving High Availability, Load Balancing, and Replication Feature Matrix in PostgreSQL?|failure recovery|PostgreSQL|advanced|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-high-availability-sgml|5e6d781dd02cbaabafe5fda36ed371a53dd2c63d6e4bd8e3cc22bd5bfa2217ec|NEEDS_HUMAN_REVIEW
candidate-3cf0a2704efa|How should an engineer recover from a failure involving Routine Database Maintenance Tasks in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-maintenance-sgml|8d6438ad4bf15b74506499e401f5bb64ee328c0f789c5781eb1a16e9bf8a4061|NEEDS_HUMAN_REVIEW
candidate-3dd757d21e04|How should an engineer recover from a failure involving Routine Vacuuming in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-maintenance-sgml|8d6438ad4bf15b74506499e401f5bb64ee328c0f789c5781eb1a16e9bf8a4061|NEEDS_HUMAN_REVIEW
candidate-3f4c45b4f9ab|How should an engineer recover from a failure involving High Availability, Load Balancing, and Replication in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-high-availability-sgml|5e6d781dd02cbaabafe5fda36ed371a53dd2c63d6e4bd8e3cc22bd5bfa2217ec|NEEDS_HUMAN_REVIEW
candidate-4992987acf0c|How should an engineer recover from a failure involving Restoring the Dump in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-backup-sgml|6b84b2eaeed2a8eae6158670a97ebec1fe44992c4bcbcd4d2e7fd7e875e0a3f0|NEEDS_HUMAN_REVIEW
candidate-668387a48f23|How should an engineer recover from a failure involving pgvisibility &mdash; visibility map information and utilities in PostgreSQL?|failure recovery|PostgreSQL|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pgvisibility-sgml|ae3c4b60a13325e3357e5d593409528c2ccf026edb39b200b73b3a90f0db151b|NEEDS_HUMAN_REVIEW
candidate-6e4edee2e69c|How should an engineer recover from a failure involving Vacuuming Basics in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-maintenance-sgml|8d6438ad4bf15b74506499e401f5bb64ee328c0f789c5781eb1a16e9bf8a4061|NEEDS_HUMAN_REVIEW
candidate-70401c60aa6f|How should an engineer recover from a failure involving Replica Identity in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-logical-replication-sgml|68587864bec00b7cb851b8965697bb52ab21d32cd5cafdf096633bce5cf75bc5|NEEDS_HUMAN_REVIEW
candidate-7a641ab3b653|How should an engineer recover from a failure involving Logical Decoding in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-logicaldecoding-sgml|353b4b6d6ba963958971a114c0cfe55397ef53f667cd41cedbbd426c55092208|NEEDS_HUMAN_REVIEW
candidate-7ae6bb37db03|How should an engineer recover from a failure involving SQL Dump in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-backup-sgml|6b84b2eaeed2a8eae6158670a97ebec1fe44992c4bcbcd4d2e7fd7e875e0a3f0|NEEDS_HUMAN_REVIEW
candidate-9cb884dc1204|How should an engineer recover from a failure involving Logical Replication in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-logical-replication-sgml|68587864bec00b7cb851b8965697bb52ab21d32cd5cafdf096633bce5cf75bc5|NEEDS_HUMAN_REVIEW
candidate-be78d5abb0ab|How should an engineer recover from a failure involving Backup and Restore in PostgreSQL?|failure recovery|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-backup-sgml|6b84b2eaeed2a8eae6158670a97ebec1fe44992c4bcbcd4d2e7fd7e875e0a3f0|NEEDS_HUMAN_REVIEW
candidate-00b705b733ca|What should an engineer check when migrating or upgrading RFC 1123 Label Names in Kubernetes?|migration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-overview-working-with-objects-names-md|79fc3048c47595a964fee95d80f4b7d8112fea93832d9e5a7a106376a84e59e6|NEEDS_HUMAN_REVIEW
candidate-0266ea18c71f|What should an engineer check when migrating or upgrading PodSecurityPolicy annotations in Kubernetes?|migration|Kubernetes|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-access-authn-authz-psp-to-pod-security-standards-md|cf349048541859e6ed31887822d1578d360ab4d15c6d2c0138551e1288abbca6|NEEDS_HUMAN_REVIEW
candidate-045b6028ff7b|What should an engineer check when migrating or upgrading Notes about PodPriority and existing clusters in Kubernetes?|migration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-scheduling-eviction-pod-priority-preemption-md|99ec775a8c4320d7beed713caeee8cf6c8011501eb3a70af4acc67957698d568|NEEDS_HUMAN_REVIEW
candidate-07aeabed93e2|What should an engineer check when migrating or upgrading Understanding user namespaces for pods in Kubernetes?|migration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-pods-user-namespaces-md|4fbaf6ad597f41afd0b5a92d2f523a5e7f3cc78be305f955a2d32bcba47af204|NEEDS_HUMAN_REVIEW
candidate-090f27ad865b|What should an engineer check when migrating or upgrading Enabling coordinated leader election in Kubernetes?|migration|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-coordinated-leader-election-md|086fc50ac33aaab8c3d6a1e461a729df16ea38991359a64375f14af286703ab3|NEEDS_HUMAN_REVIEW
candidate-0b148ebe9524|What should an engineer check when migrating or upgrading Contribute to an existing localization in Kubernetes?|migration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-localization-md|11f47aae9360658931b6f538c21a49b5a7073f620a3301011a6e2b24626acbc1|NEEDS_HUMAN_REVIEW
candidate-0db979de6e50|What should an engineer check when migrating or upgrading Aggregated discovery in Kubernetes?|migration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-overview-kubernetes-api-md|9da61ef2402d17e84e50c5043aa4a7552b9c514114a283b7e642a3349ccc12e8|NEEDS_HUMAN_REVIEW
candidate-0e1380a48bca|What should an engineer check when migrating or upgrading Kubernetes API version in Kubernetes?|migration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-access-authn-authz-webhook-md|c581b3b037c19ae8fee3a72caf40aa020dbd205393b1dfe3c43cb0d389375dae|NEEDS_HUMAN_REVIEW
candidate-156437d3d76a|"What should an engineer check when migrating or upgrading {{% heading ""whatsnext"" %}} in Kubernetes?"|migration|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-scheduling-eviction-node-declared-features-md|d16198afbb70f3d790bcb6d3f959e86f8d9d9a1af49633fb8d285da2bc4a84b7|NEEDS_HUMAN_REVIEW
candidate-157a6da114da|What should an engineer check when migrating or upgrading Enables improved discovery of mounted volumes during kubelet startup in Kubernetes?|migration|Kubernetes|advanced|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-newvolumemanagerreconstruction-md|172d019a084ba09be19c266e483c4d2968602248483f8c9434451f56fcdcf74f|NEEDS_HUMAN_REVIEW
candidate-1e1d9a1fa5ff|What should an engineer check when migrating or upgrading Updating images in Kubernetes?|migration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-containers-images-md|50d22788a0e9a65835f0219d637ad4c4a78adbd06199f933e0ba46922a04ed52|NEEDS_HUMAN_REVIEW
candidate-1f0749ea68f6|What should an engineer check when migrating or upgrading You can enable the MultiCIDRServiceAllocator feature gate in Kubernetes?|migration|Kubernetes|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-disableallocatordualwrite-md|1a0f0feecd2d22a535b4bf5e9191ae4c6bdc23c4b552ceebcbdebc23e7e7e15a|NEEDS_HUMAN_REVIEW
candidate-1fc33b3818e6|What should an engineer check when migrating or upgrading Contributing basics in Kubernetes?|migration|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-new-content-index-md|e6d2373b903671be122227b6fe94132e8cd63ce79cb053faefbd5f6d89227eea|NEEDS_HUMAN_REVIEW
candidate-25a5c9720201|What should an engineer check when migrating or upgrading Set up the local repositories in Kubernetes?|migration|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-generate-ref-docs-kubectl-md|2a28afe4a9ecf102afda1eabeca1340f42ade499786561fc3c1b0122b9a1f2eb|NEEDS_HUMAN_REVIEW
candidate-2722c8bd3764|What should an engineer check when migrating or upgrading Enable concurrent watch object decoding in Kubernetes?|migration|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-concurrentwatchobjectdecode-md|6c469ac06709048a5bc8e51dce5b11d3c270ad8ae55b54786bca23a4a0207fe9|NEEDS_HUMAN_REVIEW
candidate-2e3684d216c0|What should an engineer check when migrating or upgrading Allow clients to use the LastSyncResourceVersion() call on informers, enabling them to perform actio in Kubernetes?|migration|Kubernetes|advanced|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-informerresourceversion-md|743057d200f2893b717c33f9fb5d50cfc8b791d09767296acfbc9f315abe5c37|NEEDS_HUMAN_REVIEW
candidate-2ecac789c809|What should an engineer check when migrating or upgrading Fork and clone the repo in Kubernetes?|migration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-localization-md|11f47aae9360658931b6f538c21a49b5a7073f620a3301011a6e2b24626acbc1|NEEDS_HUMAN_REVIEW
candidate-2fe6c3e1cd33|What should an engineer check when migrating or upgrading Enabling node declared features in Kubernetes?|migration|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-scheduling-eviction-node-declared-features-md|d16198afbb70f3d790bcb6d3f959e86f8d9d9a1af49633fb8d285da2bc4a84b7|NEEDS_HUMAN_REVIEW
candidate-3168c9b92272|What should an engineer check when migrating or upgrading Feature gates in Kubernetes v{{% skew currentVersion %}} in Kubernetes?|migration|Kubernetes|advanced|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-index-md|5ce1faf5ecc784b602e8096d47ad0b3d5f68521f3c8e46c86836c4e73e74631e|NEEDS_HUMAN_REVIEW
candidate-089aa171fa41|What should an engineer check when migrating or upgrading How to Use It in PostgreSQL?|migration|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-citext-sgml|3b3627c1a3f69801f50885950e947f27683237031e8cda2e79adf6476218ea44|NEEDS_HUMAN_REVIEW
candidate-09da314cedda|What should an engineer check when migrating or upgrading Other Binary String Functions in PostgreSQL?|migration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-binarystring-sgml|252a261dbf68f7b6cc58609276d0b4d11b630f321256c125a2e567c40ed0d727|NEEDS_HUMAN_REVIEW
candidate-0a6a6870ea3c|What should an engineer check when migrating or upgrading Writing a Custom Scan Provider in PostgreSQL?|migration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-custom-scan-sgml|4886281868dd7d71271617269c054e01afb50754fe383bdf2f47e624e38f2030|NEEDS_HUMAN_REVIEW
candidate-10aad4091420|What should an engineer check when migrating or upgrading citext &mdash; a case-insensitive character string type in PostgreSQL?|migration|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-citext-sgml|3b3627c1a3f69801f50885950e947f27683237031e8cda2e79adf6476218ea44|NEEDS_HUMAN_REVIEW
candidate-13dc4a73e897|What should an engineer check when migrating or upgrading isn Data Types in PostgreSQL?|migration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-isn-sgml|6bb61b5e3cbe566f173b9d7b1105ac0d96eafcc0e49b6b95a74729166a867346|NEEDS_HUMAN_REVIEW
candidate-15a59af9fd4d|What should an engineer check when migrating or upgrading PL/Perl &mdash; Perl Procedural Language in PostgreSQL?|migration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-plperl-sgml|f4067294137baab11b0d6ea45a4b7854cad95f0a1ee225e3b653162494796a9d|NEEDS_HUMAN_REVIEW
candidate-189fd5029e78|What should an engineer check when migrating or upgrading pgstattuple &mdash; obtain tuple-level statistics in PostgreSQL?|migration|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pgstattuple-sgml|073cb241ad0009343424050c494078560875b948482940b8b60c3e0335672b62|NEEDS_HUMAN_REVIEW
candidate-1d01584c56c7|What should an engineer check when migrating or upgrading earthdistance &mdash; calculate great-circle distances in PostgreSQL?|migration|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-earthdistance-sgml|0f2cf0358d7656e36b9eed8da4cec925f7f174bdc84cebacc549b30a0c1687a3|NEEDS_HUMAN_REVIEW
candidate-2045b8e1e21c|What should an engineer check when migrating or upgrading Other String Functions and Operators in PostgreSQL?|migration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-string-sgml|d7943eff755cbc9227adffdf31a590e457409ce58225af028dda446f2fd5f848|NEEDS_HUMAN_REVIEW
candidate-21d8f4660508|What should an engineer check when migrating or upgrading Data Type Formatting Functions in PostgreSQL?|migration|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-formatting-sgml|660f666b0b209574f32cee5f6e81b7edf425ee7179977e6cd7acaba4b5729add|NEEDS_HUMAN_REVIEW
candidate-2884652e619a|What should an engineer check when migrating or upgrading Binary String Functions and Operators in PostgreSQL?|migration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-binarystring-sgml|252a261dbf68f7b6cc58609276d0b4d11b630f321256c125a2e567c40ed0d727|NEEDS_HUMAN_REVIEW
candidate-314095535382|What should an engineer check when migrating or upgrading General-Purpose Aggregate Functions in PostgreSQL?|migration|PostgreSQL|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-aggregate-sgml|3a12965c01ee7751f5302831d222decfcb3786cebcbaca9d38ab99aea7ff18d9|NEEDS_HUMAN_REVIEW
candidate-02cd1eb8b7f6|How does an engineer configure or diagnose networking for Service Discovery in Kubernetes?|networking|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-addons-md|543f08e0c06105094d68004de0a43e1e3ee05c12e594def211f99d73022b86b6|NEEDS_HUMAN_REVIEW
candidate-0603acaf82f9|How does an engineer configure or diagnose networking for Enable the users to skip TLS verification of kubelets on Pod log requests in Kubernetes?|networking|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-allowinsecurebackendproxy-md|5f7ec5d3f77d0cd4cccefc076b52bb858a1f8c4565d5fe923170d04a27a5e853|NEEDS_HUMAN_REVIEW
candidate-06dfbde3095c|How does an engineer configure or diagnose networking for This feature gate controls the point at which a default value for .spec.containers[].ports[].hostPor in Kubernetes?|networking|Kubernetes|advanced|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-defaulthostnetworkhostportsinpodtemplates-md|6b534eb7e139b02804a09c6ab7313f4e6c6227ed95b6a0c2bb25b7030fff5917|NEEDS_HUMAN_REVIEW
candidate-078a01ef0419|How does an engineer configure or diagnose networking for Managing a cluster in Kubernetes?|networking|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-index-md|aecc364e01d5bb00ee96bb31d1cbc864250a77525f211ffe742dd4e3500f5e52|NEEDS_HUMAN_REVIEW
candidate-086563b0c0d2|How does an engineer configure or diagnose networking for Cleanup for finished Jobs in Kubernetes?|networking|Kubernetes|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-ttlafterfinished-md|f4c6269648db1408961617f951ea629168a379eae5055f1b20c11e979ce1cbdd|NEEDS_HUMAN_REVIEW
candidate-08c4fb80372f|How does an engineer configure or diagnose networking for Configure IPv4/IPv6 dual-stack in Kubernetes?|networking|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-services-networking-dual-stack-md|a17fdd902795879803649fd67f5550eb97b7d5efded5c7774d6a0be152227986|NEEDS_HUMAN_REVIEW
candidate-08ebcb73878b|How does an engineer configure or diagnose networking for Loopback CNI in Kubernetes?|networking|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-extend-kubernetes-compute-storage-net-network-plugins-md|7a23a45eb0bfcb64863d95ce7feebbf3b40260bb5d9f11667badccbd00f85b3e|NEEDS_HUMAN_REVIEW
candidate-0b31adc2e358|How does an engineer configure or diagnose networking for Enables the SCTP protocol value in Pod, Service, Endpoints, EndpointSlice, and NetworkPolicy definit in Kubernetes?|networking|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-sctpsupport-md|384ec400ddf5516aa567a1d95a4411614839ea18fea78492a88b2f72790c8b29|NEEDS_HUMAN_REVIEW
candidate-0c287b068602|How does an engineer configure or diagnose networking for Namespaces of Services in Kubernetes?|networking|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-services-networking-dns-pod-service-md|b16d2b42e943a5909e02b5a145ce813734adc038a01cf25e5387a2b6bab2b3db|NEEDS_HUMAN_REVIEW
candidate-0d8019b2a64e|How does an engineer configure or diagnose networking for Kubelet authorization in Kubernetes?|networking|Kubernetes|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-access-authn-authz-kubelet-authn-authz-md|0e736cf812c0f88ee8bf8b934cd6a15d14007f3e98059c30e40ddce706c1b4f0|NEEDS_HUMAN_REVIEW
candidate-1026ca5af41b|How does an engineer configure or diagnose networking for Creation ordering in Kubernetes?|networking|Kubernetes|intermediate|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-podgroup-api-lifecycle-md|9dbaf0b77b2750bd2dc5c125c27ce358694513b3767532b55d1bf4a163380742|NEEDS_HUMAN_REVIEW
candidate-10be5a7841b6|How does an engineer configure or diagnose networking for Control plane components in Kubernetes?|networking|Kubernetes|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-architecture-index-md|368715a6d991423c687d49edaf2f1e1164a6c5426cb83e5942eff8e13582d4f1|NEEDS_HUMAN_REVIEW
candidate-12cfe88d2f75|How does an engineer configure or diagnose networking for Third party ingress controllers in Kubernetes?|networking|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-services-networking-ingress-controllers-md|c29875d6988a0a6090ebbfc4baba56cb29a5eebd84032fd1d0ce43050642b4fa|NEEDS_HUMAN_REVIEW
candidate-133ad084de07|How does an engineer configure or diagnose networking for Writing a CronJob spec in Kubernetes?|networking|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-workloads-controllers-cron-jobs-md|e802cf06f91b853e209d5457638d38667f9848d8f8cda64aec16861f90302632|NEEDS_HUMAN_REVIEW
candidate-1618a31a1742|How does an engineer configure or diagnose networking for When it works best in Kubernetes?|networking|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-services-networking-topology-aware-routing-md|bae6d683ed58b7e8be0d9ba7d95ce188297fec63b4084adef78357c88093cf6d|NEEDS_HUMAN_REVIEW
candidate-182943f6f74b|How does an engineer configure or diagnose networking for Enable the rotation of the client TLS certificate on the kubelet in Kubernetes?|networking|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-rotatekubeletclientcertificate-md|65bc1d7cfbc0196df0f33d849d144fd83508509f471a1f8d20fe0c2c8c58124e|NEEDS_HUMAN_REVIEW
candidate-18d7ad3011be|How does an engineer configure or diagnose networking for Planning a cluster in Kubernetes?|networking|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-index-md|aecc364e01d5bb00ee96bb31d1cbc864250a77525f211ffe742dd4e3500f5e52|NEEDS_HUMAN_REVIEW
candidate-191ea5ae9409|How does an engineer configure or diagnose networking for Enable kubelet and kube-apiserver to allow more DNS search paths and longer list of DNS search paths in Kubernetes?|networking|Kubernetes|advanced|False|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-expandeddnsconfig-md|52b5fb5752f579e190c9c0d3c7340500bad4fdee78ae9ad38d52d3be998a87e9|NEEDS_HUMAN_REVIEW
