query_id,query_text,category,project,difficulty,grounding_document_id,review_status,reviewer_decision,reviewer_notes
candidate-1041de53ccc9,How can an engineer investigate performance issues involving Enables support for resources with custom parameters and a lifecycle that is independent of a Pod in Kubernetes?,performance,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-dracontrolplanecontroller-md,NEEDS_HUMAN_REVIEW,,
candidate-129a7f50aed5,How can an engineer investigate performance issues involving Use upper camel case for API objects in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-style-style-guide-md,NEEDS_HUMAN_REVIEW,,
candidate-12f03877183e,How can an engineer investigate performance issues involving Operators in Kubernetes in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-extend-kubernetes-operator-md,NEEDS_HUMAN_REVIEW,,
candidate-133c5debe67f,How can an engineer investigate performance issues involving Writing a Job spec in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-job-md,NEEDS_HUMAN_REVIEW,,
candidate-138b5e19c4fe,How can an engineer investigate performance issues involving Swap behaviors in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-cluster-administration-swap-memory-management-md,NEEDS_HUMAN_REVIEW,,
candidate-1566cdb99a81,How can an engineer investigate performance issues involving Lifecycle of a volume snapshot and volume snapshot content in Kubernetes?,performance,Kubernetes,advanced,kubernetes-docs-content-en-docs-concepts-storage-volume-snapshots-md,NEEDS_HUMAN_REVIEW,,
candidate-16cab929afdf,How can an engineer investigate performance issues involving Enables support the ResourceClaim.status.devices field and for setting this status from DRA drivers in Kubernetes?,performance,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-draresourceclaimdevicestatus-md,NEEDS_HUMAN_REVIEW,,
candidate-18c693208333,"How can an engineer investigate performance issues involving Owner references, labels, and finalizers in Kubernetes?",performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-overview-working-with-objects-finalizers-md,NEEDS_HUMAN_REVIEW,,
candidate-18f4ffe87959,How can an engineer investigate performance issues involving Policies for assigning CPUs to Pods in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-resource-managers-md,NEEDS_HUMAN_REVIEW,,
candidate-1c2b5042dcbe,How can an engineer investigate performance issues involving Benefits of DRA in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-dynamic-resource-allocation-md,NEEDS_HUMAN_REVIEW,,
candidate-1c6c39f62d08,How can an engineer investigate performance issues involving Enable the status subresource for NetworkPolicy objects in Kubernetes?,performance,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-networkpolicystatus-md,NEEDS_HUMAN_REVIEW,,
candidate-1c7054b150f4,How can an engineer investigate performance issues involving Enables resilient watchcache initialization to avoid controlplane overload in Kubernetes?,performance,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-resilientwatchcacheinitialization-md,NEEDS_HUMAN_REVIEW,,
candidate-1d1211346c44,"How can an engineer investigate performance issues involving When LocalStorageCapacityIsolation is enabled for local ephemeral storage, the backing filesystem fo in Kubernetes?",performance,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-localstoragecapacityisolationfsquotamonitoring-md,NEEDS_HUMAN_REVIEW,,
candidate-01300c7d8319,How can an engineer investigate performance issues involving Getting Started in PostgreSQL?,performance,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgplanadvice-sgml,NEEDS_HUMAN_REVIEW,,
candidate-05e67d46c5d9,How can an engineer investigate performance issues involving Parallel Query in PostgreSQL?,performance,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-parallel-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1223e8dd055b,How can an engineer investigate performance issues involving pgbuffercache Columns in PostgreSQL?,performance,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgbuffercache-sgml,NEEDS_HUMAN_REVIEW,,
candidate-136e50dd9fa7,How can an engineer investigate performance issues involving Index Types in PostgreSQL?,performance,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-indices-sgml,NEEDS_HUMAN_REVIEW,,
candidate-15b1623d55f8,How can an engineer investigate performance issues involving pgbuffercache &mdash; inspect PostgreSQL in PostgreSQL?,performance,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgbuffercache-sgml,NEEDS_HUMAN_REVIEW,,
candidate-00314edf4f6f,What security controls should be applied when using User accounts versus service accounts in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-access-authn-authz-service-accounts-admin-md,NEEDS_HUMAN_REVIEW,,
candidate-0098dc83ddbb,What security controls should be applied when using Enables declarative validation of in-tree Kubernetes APIs in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-declarativevalidation-md,NEEDS_HUMAN_REVIEW,,
candidate-009ffe42031a,What security controls should be applied when using Make the Node authorizer use fine-grained selector authorization in Kubernetes?,security,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-authorizenodewithselectors-md,NEEDS_HUMAN_REVIEW,,
candidate-00da7ae9c628,What security controls should be applied when using Base security hardening in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-security-application-security-checklist-md,NEEDS_HUMAN_REVIEW,,
candidate-022583cdd0ed,What security controls should be applied when using Experimenting with admission webhooks in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-access-authn-authz-extensible-admission-controllers-md,NEEDS_HUMAN_REVIEW,,
candidate-0262092b7fbb,What security controls should be applied when using Enabling Bootstrap Token Authentication in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-access-authn-authz-bootstrap-tokens-md,NEEDS_HUMAN_REVIEW,,
candidate-03b2f76da12a,What security controls should be applied when using The kubelet API in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-security-api-server-bypass-risks-md,NEEDS_HUMAN_REVIEW,,
candidate-045e49397ea1,What security controls should be applied when using Self-registration of Nodes in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-architecture-nodes-md,NEEDS_HUMAN_REVIEW,,
candidate-04d35bb5d765,What security controls should be applied when using Enables KMS v2 to generate single use data encryption keys in Kubernetes?,security,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-kmsv2kdf-md,NEEDS_HUMAN_REVIEW,,
candidate-0563d21f4645,What security controls should be applied when using Use case: Secret visible to one container in a Pod in Kubernetes?,security,Kubernetes,advanced,kubernetes-docs-content-en-docs-concepts-configuration-secret-md,NEEDS_HUMAN_REVIEW,,
candidate-07d18ac78b1f,"What security controls should be applied when using When the AuthorizePodWebsocketUpgradeCreatePermission feature gate is true, clients must be authoriz in Kubernetes?",security,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-authorizepodwebsocketupgradecreatepermission-md,NEEDS_HUMAN_REVIEW,,
candidate-07e64609a803,What security controls should be applied when using Using Dynamic Provisioning in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-storage-dynamic-provisioning-md,NEEDS_HUMAN_REVIEW,,
candidate-0821e99d96a0,What security controls should be applied when using Choosing a page type in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-style-write-new-topic-md,NEEDS_HUMAN_REVIEW,,
candidate-0ac67f5d18c9,What security controls should be applied when using Use case: dotfiles in a secret volume in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-configuration-secret-md,NEEDS_HUMAN_REVIEW,,
candidate-0b79715e7a50,What security controls should be applied when using Coordinate docs for a Kubernetes release in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-advanced-md,NEEDS_HUMAN_REVIEW,,
candidate-0e6e3a246304,"What security controls should be applied when using For an introduction to how Kubernetes implements and controls API access, read Controlling Access to in Kubernetes?",security,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-access-authn-authz-index-md,NEEDS_HUMAN_REVIEW,,
candidate-0ecbbbccee47,"What security controls should be applied when using Enabling the feature gate deactivated the legacy in-tree functionality within the kubelet, that allo in Kubernetes?",security,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-disablekubeletcloudcredentialproviders-md,NEEDS_HUMAN_REVIEW,,
candidate-0f1b36afebcf,What security controls should be applied when using Enables support for requesting admin access in a ResourceClaim or a ResourceClaimTemplate in Kubernetes?,security,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-draadminaccess-md,NEEDS_HUMAN_REVIEW,,
candidate-0f96151d83d5,What security controls should be applied when using Token Format in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-access-authn-authz-bootstrap-tokens-md,NEEDS_HUMAN_REVIEW,,
candidate-1019fd8347cf,What security controls should be applied when using Relevant content in Kubernetes?,security,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-blog-guidelines-md,NEEDS_HUMAN_REVIEW,,
candidate-105a41a7cea3,"What security controls should be applied when using Can set ""Impersonate-Extra-scopes"" header and the ""Impersonate-Uid"" header in Kubernetes?",security,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-access-authn-authz-user-impersonation-md,NEEDS_HUMAN_REVIEW,,
candidate-05ed0f84b785,What security controls should be applied when using pglogicalinspect &mdash; logical decoding components inspection in PostgreSQL?,security,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pglogicalinspect-sgml,NEEDS_HUMAN_REVIEW,,
candidate-06b898e7b1ff,What security controls should be applied when using dblink &mdash; connect to other PostgreSQL databases in PostgreSQL?,security,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-dblink-sgml,NEEDS_HUMAN_REVIEW,,
candidate-07c3f37dee69,What security controls should be applied when using Array Value Input in PostgreSQL?,security,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-array-sgml,NEEDS_HUMAN_REVIEW,,
candidate-081049348003,"What security controls should be applied when using basebackuptoshell &mdash; example ""shell"" pgbasebackup module in PostgreSQL?",security,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-basebackup-to-shell-sgml,NEEDS_HUMAN_REVIEW,,
candidate-09246adde8cc,What security controls should be applied when using pgwalinspect &mdash; low-level WAL inspection in PostgreSQL?,security,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgwalinspect-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0bbbe9d22f36,What security controls should be applied when using btreegin &mdash; GIN operator classes with B-tree behavior in PostgreSQL?,security,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-btree-gin-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0bbe4aff324a,What security controls should be applied when using Create a Foreign Table for PostgreSQL CSV Logs in PostgreSQL?,security,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-file-fdw-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0c4631965090,What security controls should be applied when using The pgbuffercache View in PostgreSQL?,security,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgbuffercache-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0d81596ab6ec,What security controls should be applied when using GIN Indexes in PostgreSQL?,security,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-gin-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1089239137a6,What security controls should be applied when using Behavior of B-Tree Operator Classes in PostgreSQL?,security,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-btree-sgml,NEEDS_HUMAN_REVIEW,,
